TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ
23461748,0.002018142,-7.285439e-05,7.634243e-05,-0.3535494,-0.7129581,-9.852072
23481772,0.001954013,-0.0003288793,9.779401e-05,-0.3409581,-0.7188966,-9.841513
23501742,0.001691777,-2.985441e-05,0.0003416062,-0.3431163,-0.7156724,-9.829161
23521769,0.001280305,0.0003057624,0.0005986589,-0.3411101,-0.7093516,-9.834545
23542119,0.001187748,-0.0001233466,0.000832675,-0.3437693,-0.713023,-9.838108
23561948,0.0008672203,-0.0003660608,0.0009210727,-0.3443702,-0.7170053,-9.84778
23581791,0.0006113154,-0.0001269469,0.000716367,-0.3350267,-0.7193898,-9.84586
23601751,0.000715366,8.008866e-05,0.0006467309,-0.3518648,-0.7138441,-9.837206
23621801,0.001054471,0.0002994056,0.0004841328,-0.3610949,-0.7112616,-9.830261
23642117,0.001746885,0.0001654154,0.000300853,-0.3558576,-0.7113513,-9.828144
23661722,0.001984728,5.956709e-05,9.489286e-05,-0.3563486,-0.7064781,-9.828962
23681769,0.002090798,0.0003840162,-0.0003030594,-0.3544265,-0.7118788,-9.823581
23701735,0.002163388,0.000472164,-0.0004405018,-0.3480771,-0.7163311,-9.824624
23721950,0.002009245,0.0002860331,-0.0002618122,-0.349618,-0.7162741,-9.834718
23742142,0.002328512,-0.0002541548,-8.528132e-05,-0.3454167,-0.7149134,-9.846066
23761731,0.002593879,-0.00082674,6.829261e-05,-0.346668,-0.7212554,-9.850148
23781777,0.002449657,-0.0009458982,0.0001944447,-0.3468084,-0.7179886,-9.841622
23801732,0.002033583,-0.0005465589,0.0004045083,-0.3320034,-0.7193973,-9.826873
23821758,0.001811317,-0.0003660962,0.0003953504,-0.3325898,-0.7192796,-9.826395
23842132,0.001890578,-0.0004729848,0.0002909168,-0.3371649,-0.7194989,-9.843971
23861756,0.005106604,5.775833e-05,0.00262131,-0.257021,-0.6793263,-9.959663
23881984,0.02586835,0.006291623,0.03901504,0.3075251,-0.9193717,-9.826292
23901755,0.03592299,0.01331242,0.1106396,1.037185,-0.3241622,-9.644953
23921759,0.03369664,0.0163449,0.1690675,1.318591,0.1994413,-10.05342
23942101,0.03415342,0.01367238,0.1925794,0.6623954,0.1230337,-9.93525
23961700,0.0241845,0.01198102,0.2204468,0.338493,-0.3300763,-9.836839
23981761,-0.007360267,-0.003375082,0.273201,1.408533,-0.8471352,-10.36211
24001736,-0.02848618,-0.01488506,0.309278,1.586981,-0.8658487,-9.190397
24021765,-0.0244491,-0.01199598,0.2955998,1.418571,-1.08512,-9.845771
24042408,-0.01128882,0.004498573,0.2425052,0.8835659,-0.9144422,-9.792138
24061728,0.008539223,0.0108255,0.1814465,0.7271144,-1.271286,-9.965983
24081773,0.02076885,0.02128511,0.1357229,0.6903951,-1.080702,-9.804795
24101747,0.03126562,0.02749091,0.1015168,0.7610321,-1.006515,-10.12093
24121743,0.01544708,0.02396931,0.07476756,0.8353386,-0.636648,-10.39896
24142139,0.01710276,0.01824558,0.05038426,0.583917,-0.2411154,-9.234953
24161727,0.02915437,0.01556048,0.03203556,0.7616487,-0.5474237,-10.35039
24181776,0.01244186,0.007107917,0.01882148,0.5120211,-0.6448318,-9.558852
24201935,0.01457218,-0.0007026042,0.007110851,0.456241,-0.7404198,-10.26273
24221784,-0.003565924,-0.01041156,0.01358027,0.6118402,-1.111477,-10.12254
24242152,-0.022474,-0.01783703,0.03476799,1.091686,-0.6346071,-9.82755
24261740,-0.002871818,-0.0043878,0.05488329,0.756086,-0.4306585,-9.597011
24281784,0.002957395,0.003332418,0.07145483,0.8570523,-0.9555442,-9.979765
24301692,-0.003915091,0.005317454,0.07372196,0.9871895,-0.1449794,-10.71502
24321755,-0.0110195,-0.01105681,0.06029175,0.6206628,-0.8806152,-9.614095
24342162,-0.02258163,-0.009576307,0.04307327,0.8318123,-0.4665104,-9.240595
24361926,-0.0183659,-0.01027652,0.03053553,0.9403512,-0.7612918,-10.01405
24381771,-0.009728393,-0.009513672,0.01811757,0.7735988,-0.4627373,-10.00046
24401702,0.01857073,-0.005246059,0.01197316,0.6066202,-0.6763971,-9.539859
