TimeUS,GyrX,GyrY,GyrZ,AccX,AccY,AccZ
28165989,0.003459492,-0.0005756273,-0.0001904274,-0.3017549,-0.7222368,-9.852886
28186089,0.003491717,-7.544246e-05,-3.828894e-05,-0.3145848,-0.717555,-9.851706
28205951,0.003497035,0.0001544269,-9.02992e-05,-0.3152244,-0.7205617,-9.85077
28226356,0.003335342,-0.0002459978,-1.289035e-05,-0.3086746,-0.7206236,-9.839733
28245897,0.00325856,-0.0008296369,0.0001256258,-0.312941,-0.725074,-9.840485
28266029,0.003171983,-0.0009046177,0.0001832051,-0.3133659,-0.7260557,-9.841091
28285956,0.003275848,-0.0007258787,7.410094e-05,-0.3123986,-0.7283285,-9.848083
28305914,0.003706803,-0.0007067947,-3.661939e-05,-0.3164976,-0.7266576,-9.851505
28326356,0.004006311,-0.001078501,6.652448e-05,-0.329495,-0.7229472,-9.856665
28346032,0.003726155,-0.001436604,0.0002393834,-0.3238893,-0.7175741,-9.86053
28365919,0.003662987,-0.001744428,0.0002782471,-0.3071348,-0.721285,-9.860335
28385939,0.004065063,-0.001583334,0.0003529786,-0.3133727,-0.7206311,-9.859506
28405951,0.004514514,-0.001709874,0.0002939249,-0.3190659,-0.7234844,-9.848706
28426317,0.004659342,-0.001848909,8.950548e-05,-0.3168674,-0.7238944,-9.841523
28445908,0.004418849,-0.002244116,-0.0001167224,-0.3135501,-0.7165834,-9.846788
28465966,0.004264033,-0.002495056,-0.000125761,-0.3101713,-0.7197085,-9.840625
28485931,0.004241323,-0.002134301,-0.0002177533,-0.3139676,-0.7147664,-9.840289
28506120,0.004432437,-0.001600358,-0.0001869922,-0.3179225,-0.7118965,-9.843385
28526306,0.004658397,-0.001078047,-0.0001379317,-0.322086,-0.7156556,-9.844075
28545905,0.004657096,-0.0005848426,-4.878492e-05,-0.3163007,-0.7226111,-9.842603
28565989,0.004155985,-0.0006970612,4.794637e-05,-0.3186056,-0.7234904,-9.841451
28585957,0.004000862,-0.0008682443,4.986264e-05,-0.3283064,-0.7242594,-9.848802
28605940,0.004009011,-0.0006125055,-6.60076e-05,-0.3303451,-0.7228376,-9.847259
28626315,0.003888873,-0.0007127459,2.084419e-05,-0.326579,-0.7203302,-9.85042
28645859,0.003653037,-0.001039851,-8.867174e-06,-0.3240722,-0.7244567,-9.846693
28666221,0.003694088,-0.001520791,-4.88306e-05,-0.3208625,-0.7176605,-9.845997
28685913,0.003489786,-0.001435952,-0.0002050657,-0.3189169,-0.7121375,-9.847171
28705957,0.003536903,-0.001415901,-0.0001745417,-0.308251,-0.7191028,-9.841425
28726330,0.00391605,-0.001748681,-0.0002665744,-0.3135201,-0.7244067,-9.837965
28745927,0.004214192,-0.001740216,-0.0004222381,-0.3156945,-0.7283078,-9.847795
28765976,0.004102367,-0.001398192,-0.0005718113,-0.313343,-0.7293831,-9.848807
28785946,0.003706246,-0.001033325,-0.0005467702,-0.3203042,-0.7238281,-9.848255
28805891,0.003238957,-0.001069497,-0.000426391,-0.3197746,-0.7204764,-9.840088
28826517,0.002771787,-0.001197635,-0.0001384228,-0.3152741,-0.7197844,-9.840682
